geneid,probe,score,numerator,denominator,fold-change,qval,gds,type
g16433,206986_at,2.456,18.462,7.516,1.492,0.465,1962,up
g684,1553212_at,2.456,42.367,17.249,1.325,0.465,1962,up
g45380,236130_at,2.456,18.19,7.406,1.558,0.465,1962,up
g40928,231673_at,2.456,26.278,10.7,1.293,0.465,1962,up
g48846,239596_at,2.456,35.684,14.53,1.379,0.465,1962,up
g25580,216287_at,2.456,20.78,8.462,1.198,0.465,1962,up
g28866,219581_at,2.456,64.913,26.435,1.147,0.465,1962,up
g31559,222279_at,2.455,122.231,49.779,1.193,0.465,1962,up
g54136,244885_at,2.455,50.956,20.752,1.646,0.465,1962,up
g28266,218981_at,2.455,140.861,57.374,1.384,0.465,1962,up
g54548,61734_at,2.455,137.023,55.811,1.636,0.465,1962,up
g42423,233169_at,2.455,32.99,13.437,1.255,0.465,1962,up
g14471,205023_at,2.455,16.797,6.842,1.867,0.465,1962,up
g49494,240244_at,2.455,9.711,3.956,1.677,0.465,1962,up
g22638,213336_at,2.454,32.155,13.102,2.42,0.465,1962,up
g38472,229217_at,2.454,25.724,10.483,1.241,0.465,1962,up
g27907,218621_at,2.454,47.506,19.361,1.76,0.465,1962,up
g40361,231106_at,2.454,232.988,94.957,1.172,0.465,1962,up
g50618,241368_at,2.454,114.106,46.505,1.264,0.465,1962,up
g41291,232036_at,2.454,22.062,8.992,1.407,0.465,1962,up
g24993,215699_x_at,2.453,51.575,21.022,1.211,0.465,1962,up
g30820,221536_s_at,2.453,139.372,56.818,1.2,0.465,1962,up
g49944,240694_at,2.453,28.115,11.463,1.22,0.465,1962,up
g38753,229498_at,2.453,124.278,50.668,1.523,0.465,1962,up
g49210,239960_x_at,2.453,80.63,32.873,1.266,0.465,1962,up
g31793,222513_s_at,2.453,538.697,219.637,1.207,0.465,1962,up
g50134,240884_at,2.452,20.274,8.267,1.688,0.465,1962,up
g33624,224357_s_at,2.452,80.975,33.018,2.545,0.465,1962,up
g18367,208951_at,2.452,381.302,155.479,1.354,0.465,1962,up
g51340,242090_x_at,2.452,12.339,5.031,1.433,0.465,1962,up
g2375,1555501_s_at,2.452,49.007,19.987,1.203,0.465,1962,up
g34182,224923_at,2.452,74.603,30.426,1.239,0.465,1962,up
g8498,1566897_at,2.452,60.289,24.59,1.308,0.465,1962,up
g7332,1563709_at,2.452,31.206,12.729,1.241,0.465,1962,up
g13077,203629_s_at,2.452,98.413,40.141,1.157,0.465,1962,up
g7504,1564166_s_at,2.451,35.79,14.601,1.242,0.465,1962,up
g15224,205776_at,2.451,30.019,12.247,1.184,0.465,1962,up
g11996,202547_s_at,2.451,314.175,128.195,1.718,0.465,1962,up
g34032,224773_at,2.451,210.802,86.017,1.314,0.465,1962,up
g43707,234457_at,2.451,9.664,3.943,2.032,0.465,1962,up
g27830,218544_s_at,2.451,84.764,34.588,1.149,0.465,1962,up
g12857,203409_at,2.451,158.308,64.599,1.639,0.465,1962,up
g5121,1560021_at,2.451,75.619,30.857,1.299,0.465,1962,up
g4646,1559186_at,2.451,27.471,11.21,1.42,0.465,1962,up
g13326,203878_s_at,2.45,74.736,30.5,1.497,0.465,1962,up
g49764,240514_at,2.45,21.33,8.705,1.393,0.465,1962,up
g52229,242979_at,2.45,55.921,22.823,1.401,0.465,1962,up
g11601,202152_x_at,2.45,275.697,112.547,1.181,0.465,1962,up
g1358,1554147_s_at,2.449,67.325,27.486,1.707,0.465,1962,up
g14564,205116_at,2.449,126.325,51.574,1.613,0.465,1962,up
g29000,219715_s_at,2.449,85.508,34.914,1.242,0.465,1962,up
g37263,228008_at,2.449,47.705,19.479,1.23,0.465,1962,up
g27041,217755_at,2.449,420.358,171.647,1.358,0.465,1962,up
g25651,216359_at,2.449,16.5,6.738,1.374,0.465,1962,up
g21017,211695_x_at,2.449,31.916,13.033,1.265,0.465,1962,up
g27971,218686_s_at,2.449,180.763,73.822,1.316,0.465,1962,up
g34657,225399_at,2.448,160.443,65.528,1.202,0.465,1962,up
g31733,222453_at,2.448,566.374,231.327,1.437,0.465,1962,up
g27227,217941_s_at,2.448,874.455,357.164,1.204,0.465,1962,up
g18598,209183_s_at,2.448,588.682,240.452,1.886,0.465,1962,up
g31605,222325_at,2.448,112.699,46.034,1.936,0.465,1962,up
g5127,1560029_a_at,2.447,19.614,8.014,1.26,0.465,1962,up
g36188,226932_at,2.447,517.986,211.646,1.31,0.465,1962,up
g12617,203168_at,2.447,56.281,22.997,1.158,0.465,1962,up
g41783,232528_at,2.447,107.403,43.888,1.177,0.465,1962,up
g4785,1559436_x_at,2.447,491.531,200.875,1.22,0.465,1962,up
g12796,203348_s_at,2.447,485.907,198.579,1.788,0.465,1962,up
g7792,1564911_at,2.447,21.103,8.625,1.265,0.465,1962,up
g24733,215438_x_at,2.447,202.752,82.867,1.2,0.465,1962,up
g24196,214900_at,2.447,75.481,30.851,1.219,0.465,1962,up
g21258,211949_s_at,2.447,68.122,27.843,1.187,0.465,1962,up
g11184,201735_s_at,2.446,353.279,144.402,1.145,0.465,1962,up
g49998,240748_at,2.446,23.469,9.593,1.511,0.465,1962,up
g17677,208252_s_at,2.446,31.505,12.878,1.602,0.465,1962,up
g30341,221057_at,2.446,20.883,8.537,1.481,0.465,1962,up
g10328,200879_s_at,2.446,160.129,65.468,1.603,0.465,1962,up
g22413,213109_at,2.446,229.476,93.826,1.232,0.465,1962,up
g41002,231747_at,2.445,31.79,12.999,1.25,0.465,1962,up
g24833,215539_at,2.445,18.247,7.462,1.762,0.465,1962,up
g13879,204431_at,2.445,152.041,62.184,1.455,0.465,1962,up
g37269,228014_at,2.445,38.904,15.912,1.214,0.465,1962,up
g40488,231233_at,2.445,42.539,17.399,1.162,0.465,1962,up
g50354,241104_at,2.445,22.507,9.206,1.245,0.465,1962,up
g1317,1554084_a_at,2.444,146.104,59.769,1.244,0.465,1962,up
g42138,232884_s_at,2.444,159.23,65.142,1.236,0.465,1962,up
g43716,234466_at,2.444,45.359,18.557,1.448,0.465,1962,up
g38843,229588_at,2.444,41.944,17.16,1.174,0.465,1962,up
g14576,205128_x_at,2.444,257.718,105.443,1.64,0.465,1962,up
g35201,225944_at,2.444,129.499,52.992,1.219,0.465,1962,up
g40771,231516_at,2.444,11.114,4.548,1.743,0.465,1962,up
g52598,243348_at,2.444,15.567,6.371,1.486,0.465,1962,up
g49862,240612_at,2.443,29.687,12.153,1.449,0.465,1962,up
g3711,1557539_at,2.443,32.17,13.17,1.192,0.465,1962,up
g35374,226117_at,2.443,176.692,72.336,1.57,0.465,1962,up
g14535,205087_at,2.443,107.459,43.993,1.204,0.465,1962,up
g1256,1553994_at,2.443,51.365,21.03,1.406,0.465,1962,up
g40664,231409_at,2.442,19.047,7.799,1.6,0.465,1962,up
g1230,1553960_at,2.442,128.161,52.478,1.217,0.465,1962,up
g17304,207864_at,2.442,22.868,9.364,2.362,0.465,1962,up
g18661,209246_at,2.442,60.597,24.813,1.248,0.465,1962,up
g27793,218507_at,2.442,938.257,384.207,2.399,0.465,1962,up
g2447,1555610_at,2.442,9.512,3.895,1.647,0.465,1962,up
g46668,237418_at,2.442,52.414,21.464,1.196,0.465,1962,up
g32701,223423_at,2.442,87.578,35.866,1.554,0.465,1962,up
g20503,211139_s_at,2.442,95.06,38.932,1.171,0.465,1962,up
g5649,1560934_at,2.442,24.794,10.155,1.344,0.465,1962,up
g35601,226344_at,2.441,358.514,146.844,1.345,0.465,1962,up
g8089,1565918_a_at,2.441,31.355,12.844,1.351,0.465,1962,up
g12102,202653_s_at,2.441,207.126,84.852,1.109,0.465,1962,up
g12389,202939_at,2.441,400.462,164.055,1.171,0.465,1962,up
g26943,217657_at,2.441,23.933,9.804,1.498,0.465,1962,up
g49180,239930_at,2.441,79.68,32.643,1.456,0.465,1962,up
g50362,241112_at,2.441,13.856,5.677,1.686,0.465,1962,up
g17453,208023_at,2.441,25.478,10.438,1.364,0.465,1962,up
g59,1552322_at,2.44,17.12,7.016,1.232,0.465,1962,up
g36064,226808_at,2.44,184.204,75.496,1.259,0.465,1962,up
g41590,232335_at,2.44,41.971,17.203,1.178,0.465,1962,up
g53705,244454_at,2.44,13.135,5.384,1.868,0.465,1962,up
g6673,1562579_at,2.44,10.724,4.396,1.361,0.465,1962,up
g18864,209450_at,2.439,56.737,23.258,1.156,0.465,1962,up
g40785,231530_s_at,2.439,110.081,45.127,1.239,0.465,1962,up
g14282,204834_at,2.439,140.192,57.484,1.647,0.465,1962,up
g31043,221762_s_at,2.439,96.835,39.708,1.188,0.465,1962,up
g53688,244437_at,2.439,32.925,13.502,1.31,0.465,1962,up
g24819,215525_at,2.438,34.819,14.28,1.245,0.465,1962,up
g27327,218041_x_at,2.438,655.996,269.031,1.162,0.465,1962,up
g28118,218833_at,2.438,31.785,13.036,1.221,0.465,1962,up
g43336,234085_at,2.438,24.98,10.247,1.804,0.465,1962,up
g35159,225901_at,2.438,98.604,40.45,1.246,0.465,1962,up
g40358,231103_at,2.438,381.879,156.656,1.602,0.465,1962,up
g52283,243033_at,2.438,23.183,9.51,1.817,0.465,1962,up
g9258,1569499_at,2.437,34.757,14.26,1.492,0.465,1962,up
g18,1552263_at,2.437,38.047,15.61,1.333,0.465,1962,up
g42715,233463_at,2.437,18.768,7.702,1.403,0.465,1962,up
g49710,240460_at,2.437,18.655,7.655,1.548,0.465,1962,up
g47954,238704_at,2.437,68.499,28.11,1.431,0.465,1962,up
g20217,210836_x_at,2.437,45.326,18.602,1.34,0.465,1962,up
g3924,1557829_at,2.436,3.841,1.577,1.416,0.465,1962,up
g53706,244455_at,2.436,201.823,82.846,1.417,0.465,1962,up
g12995,203547_at,2.436,208.787,85.708,1.473,0.465,1962,up
g42694,233442_at,2.436,115.562,47.444,1.744,0.465,1962,up
g33062,223785_at,2.436,69.18,28.403,1.317,0.465,1962,up
g28354,219069_at,2.435,103.006,42.295,1.141,0.465,1962,up
g24719,215424_s_at,2.435,91.927,37.746,1.089,0.465,1962,up
g10653,201204_s_at,2.435,538.137,220.967,1.404,0.465,1962,up
g29238,219953_s_at,2.435,69.201,28.417,1.166,0.465,1962,up
g13278,203830_at,2.435,39.856,16.367,1.243,0.465,1962,up
g1417,1554229_at,2.435,53.246,21.866,1.191,0.465,1962,up
g33796,224534_at,2.435,25.183,10.342,1.186,0.465,1962,up
g20269,210894_s_at,2.435,33.276,13.666,1.247,0.465,1962,up
g29902,220617_s_at,2.435,584.234,239.964,1.236,0.465,1962,up
g38224,228969_at,2.435,23.075,9.478,1.337,0.465,1962,up
g3830,1557706_at,2.435,78.932,32.422,1.369,0.465,1962,up
g44169,234919_s_at,2.434,116.494,47.854,1.442,0.465,1962,up
g41612,232357_at,2.434,143.142,58.802,1.498,0.465,1962,up
g42449,233195_at,2.434,50.382,20.697,1.235,0.465,1962,up
g40323,231068_at,2.434,250.646,102.97,3.439,0.465,1962,up
g25051,215757_at,2.434,27.013,11.098,1.285,0.465,1962,up
g29358,220073_s_at,2.434,33.502,13.765,1.296,0.465,1962,up
g17361,207924_x_at,2.434,15.21,6.25,1.7,0.465,1962,up
g47828,238578_at,2.433,23.349,9.596,1.206,0.465,1962,up
g25591,216298_at,2.432,16.162,6.644,1.852,0.465,1962,up
g8431,1566775_at,2.432,37.223,15.303,1.311,0.465,1962,up
g32105,222825_at,2.432,127.026,52.222,1.125,0.465,1962,up
g42001,232747_at,2.432,5.312,2.184,1.47,0.465,1962,up
g14857,205409_at,2.432,65.864,27.08,1.46,0.465,1962,up
g19507,210102_at,2.432,165.64,68.106,1.396,0.465,1962,up
g49348,240098_at,2.432,9.592,3.944,1.432,0.465,1962,up
g26084,216793_x_at,2.432,13.193,5.425,1.467,0.465,1962,up
g32571,223293_at,2.432,43.395,17.846,1.217,0.465,1962,up
g12360,202910_s_at,2.431,142.709,58.692,1.97,0.465,1962,up
g27511,218225_at,2.431,121.893,50.137,1.241,0.465,1962,up
g9803,1570355_a_at,2.431,15.031,6.183,1.472,0.465,1962,up
g20966,211641_x_at,2.431,53.474,21.995,1.697,0.465,1962,up
g28547,219262_at,2.431,16.769,6.898,1.367,0.465,1962,up
g46322,237072_at,2.431,40.27,16.567,1.329,0.465,1962,up
g49385,240135_x_at,2.431,96.818,39.834,4.765,0.465,1962,up
g19783,210384_at,2.43,27.282,11.226,1.308,0.465,1962,up
g24930,215636_at,2.43,28.348,11.665,1.537,0.465,1962,up
g28485,219200_at,2.43,86.859,35.742,1.128,0.465,1962,up
g36902,227647_at,2.43,156.649,64.463,1.362,0.465,1962,up
g28491,219206_x_at,2.43,742.402,305.515,1.421,0.465,1962,up
g25549,216256_at,2.43,26.706,10.99,1.26,0.465,1962,up
g41653,232398_at,2.43,30.437,12.526,1.418,0.465,1962,up
g50841,241591_at,2.429,18.19,7.487,1.561,0.465,1962,up
g18369,208953_at,2.429,156.017,64.226,1.201,0.465,1962,up
g13646,204198_s_at,2.429,61.536,25.333,1.75,0.465,1962,up
g53843,244592_at,2.429,48.554,19.99,1.741,0.465,1962,up
g4787,1559438_at,2.429,14.593,6.008,1.64,0.465,1962,up
g20771,211440_x_at,2.429,32.001,13.177,1.188,0.465,1962,up
g3029,1556467_at,2.429,29.6,12.188,1.263,0.465,1962,up
g44472,235222_x_at,2.429,165.71,68.233,1.103,0.465,1962,up
g31549,222269_at,2.428,26.531,10.927,1.381,0.465,1962,up
g5210,1560174_at,2.428,12.892,5.31,1.506,0.465,1962,up
g8610,1567237_at,2.428,18.871,7.772,1.244,0.465,1962,up
g39316,230061_at,2.428,80.585,33.192,1.519,0.465,1962,up
g26693,217407_x_at,2.428,77.855,32.07,1.281,0.465,1962,up
g3261,1556827_at,2.428,17.819,7.34,1.255,0.465,1962,up
g31076,221795_at,2.427,2881.541,1187.277,1.383,0.465,1962,up
g3312,1556907_at,2.427,56.901,23.447,1.411,0.465,1962,up
g48419,239169_at,2.426,32.67,13.465,1.745,0.465,1962,up
g53961,244710_at,2.426,36.194,14.918,1.244,0.465,1962,up
g9954,200012_x_at,2.426,1793.284,739.18,1.137,0.465,1962,up
g14092,204644_at,2.426,32.355,13.337,1.227,0.465,1962,up
g38243,228988_at,2.426,437.765,180.454,1.287,0.465,1962,up
g40857,231602_at,2.426,36.566,15.075,1.17,0.465,1962,up
g11697,202248_at,2.425,42.011,17.321,1.231,0.465,1962,up
g41914,232659_at,2.425,47.802,19.711,1.254,0.465,1962,up
g53923,244672_at,2.425,26.399,10.885,1.482,0.465,1962,up
g19793,210394_x_at,2.425,41.715,17.201,1.384,0.465,1962,up
g27886,218600_at,2.425,27.953,11.527,1.693,0.465,1962,up
g39459,230204_at,2.425,390.291,160.944,2.018,0.465,1962,up
g48146,238896_at,2.425,56.683,23.375,1.184,0.465,1962,up
g3014,1556447_at,2.425,22.163,9.14,1.516,0.465,1962,up
g46229,236979_at,2.425,28.884,11.913,1.209,0.465,1962,up
g6938,1562960_at,2.424,20.55,8.476,1.339,0.465,1962,up
g25443,216150_at,2.424,33.285,13.729,1.177,0.465,1962,up
g32019,222739_at,2.424,31.586,13.03,1.445,0.465,1962,up
g13981,204533_at,2.424,337.971,139.419,2.279,0.465,1962,up
g38859,229604_at,2.424,14.211,5.863,1.755,0.465,1962,up
g29164,219879_s_at,2.424,34.959,14.425,1.458,0.465,1962,up
g44208,234958_at,2.423,31.695,13.078,1.295,0.465,1962,up
g41556,232301_at,2.423,40.413,16.676,1.213,0.465,1962,up
g40177,230922_x_at,2.423,50.89,21,1.124,0.465,1962,up
g49394,240144_at,2.423,18.036,7.443,1.589,0.465,1962,up
g28106,218821_at,2.423,157.889,65.162,1.42,0.465,1962,up
g50717,241467_at,2.423,31.982,13.2,1.243,0.465,1962,up
g50438,241188_at,2.423,11.526,4.758,2.072,0.465,1962,up
g29042,219757_s_at,2.422,144.565,59.678,1.173,0.465,1962,up
g49602,240352_at,2.422,20.362,8.406,1.352,0.465,1962,up
g51469,242219_at,2.422,19.916,8.222,1.713,0.465,1962,up
g46041,236791_at,2.422,19.005,7.846,1.292,0.465,1962,up
g25248,215955_x_at,2.422,25.177,10.394,1.621,0.465,1962,up
g19214,209806_at,2.422,584.184,241.188,1.616,0.465,1962,up
g18962,209549_s_at,2.422,167.397,69.113,1.107,0.465,1962,up
g49493,240243_at,2.422,18.3,7.556,1.277,0.465,1962,up
g24625,215330_at,2.422,116.097,47.937,1.363,0.465,1962,up
g48253,239003_at,2.422,11.277,4.657,1.707,0.465,1962,up
g584,1553074_at,2.422,11.266,4.652,2.177,0.465,1962,up
g34049,224790_at,2.421,193.298,79.83,1.245,0.465,1962,up
g19881,210484_s_at,2.421,23.625,9.759,1.331,0.465,1962,up
g9774,1570306_at,2.421,10.396,4.294,2.247,0.465,1962,up
g19014,209603_at,2.421,15.449,6.382,1.829,0.465,1962,up
g4788,1559439_s_at,2.421,34.715,14.341,1.71,0.465,1962,up
g35524,226267_at,2.421,126.885,52.419,1.177,0.465,1962,up
g29995,220710_at,2.42,29.512,12.193,1.198,0.465,1962,up
g53756,244505_at,2.42,21.994,9.087,1.272,0.465,1962,up
g43464,234213_at,2.42,9.526,3.936,1.62,0.465,1962,up
g44136,234886_at,2.42,22.28,9.206,1.285,0.465,1962,up
g30272,220987_s_at,2.42,85.597,35.37,1.294,0.465,1962,up
g26054,216763_at,2.42,14.235,5.882,1.779,0.465,1962,up
g28670,219385_at,2.42,60.385,24.953,1.54,0.465,1962,up
g54171,32541_at,2.42,52.939,21.878,1.176,0.465,1962,up
g2017,1555033_a_at,2.42,4.944,2.043,1.699,0.465,1962,up
g40523,231268_at,2.42,24.322,10.052,1.437,0.465,1962,up
g43736,234486_at,2.419,46.273,19.127,1.175,0.465,1962,up
g8169,1566146_x_at,2.419,40.466,16.727,1.173,0.465,1962,up
g36347,227091_at,2.419,223.324,92.33,1.483,0.465,1962,up
g45472,236222_at,2.419,92.017,38.046,1.632,0.465,1962,up
g38003,228748_at,2.418,60.649,25.077,1.343,0.465,1962,up
g15353,205905_s_at,2.418,65.41,27.048,1.378,0.465,1962,up
g7978,1565752_at,2.418,64,26.466,1.232,0.465,1962,up
g9628,1570099_at,2.418,13.067,5.404,1.461,0.465,1962,up
g12418,202968_s_at,2.418,114.491,47.355,1.644,0.465,1962,up
g30574,221290_s_at,2.418,169.461,70.094,1.214,0.465,1962,up
g36360,227104_x_at,2.417,11.282,4.667,1.599,0.465,1962,up
g8357,1566605_at,2.417,21.629,8.949,1.304,0.465,1962,up
g15539,206092_x_at,2.417,38.681,16.003,1.171,0.465,1962,up
g9073,1569180_at,2.417,183.095,75.758,1.263,0.465,1962,up
g48478,239228_at,2.417,74.772,30.94,1.159,0.465,1962,up
g37893,228638_at,2.417,201.766,83.49,1.223,0.465,1962,up
g39428,230173_at,2.416,29.239,12.1,1.279,0.465,1962,up
g36269,227013_at,2.416,360.339,149.13,1.821,0.465,1962,up
g6169,1561660_at,2.416,32.471,13.44,1.571,0.465,1962,up
g7808,1564970_at,2.416,19.784,8.189,1.821,0.465,1962,up
g43534,234283_at,2.416,19.093,7.903,1.543,0.465,1962,up
g41735,232480_at,2.416,71.03,29.404,1.301,0.465,1962,up
g29954,220669_at,2.415,22.977,9.512,1.216,0.465,1962,up
g50311,241061_at,2.415,14.63,6.057,1.43,0.465,1962,up
g25822,216531_at,2.415,39.496,16.354,1.182,0.465,1962,up
g15460,206012_at,2.415,184.806,76.53,2.768,0.465,1962,up
g48061,238811_at,2.415,29.044,12.028,1.447,0.465,1962,up
g32136,222856_at,2.415,223.983,92.757,1.44,0.465,1962,up
g2946,1556346_at,2.415,31.221,12.93,1.399,0.465,1962,up
g6906,1562919_at,2.415,13.315,5.514,1.591,0.465,1962,up
g30739,221455_s_at,2.414,27.101,11.224,1.428,0.465,1962,up
g37088,227833_s_at,2.414,574.173,237.839,2.661,0.465,1962,up
g34870,225612_s_at,2.414,416.718,172.62,1.605,0.465,1962,up
g3543,1557278_s_at,2.414,38.097,15.785,1.417,0.465,1962,up
g38510,229255_x_at,2.414,62.336,25.828,1.179,0.465,1962,up
g31275,221994_at,2.414,29.031,12.028,1.287,0.465,1962,up
g47321,238071_at,2.413,38.4,15.911,1.248,0.465,1962,up
g49482,240232_at,2.413,34.313,14.218,1.991,0.465,1962,up
g26845,217559_at,2.413,32.796,13.591,1.606,0.465,1962,up
g30982,221701_s_at,2.413,45.453,18.837,1.291,0.465,1962,up
g49969,240719_at,2.412,15.61,6.472,1.999,0.465,1962,up
g10327,200878_at,2.412,1500.73,622.198,1.457,0.465,1962,up
g9484,1569854_at,2.412,132.245,54.833,1.438,0.465,1962,up
g29518,220233_at,2.412,72.878,30.218,3.123,0.465,1962,up
g29918,220633_s_at,2.412,145.737,60.431,2.172,0.465,1962,up
g6740,1562677_at,2.411,7.187,2.98,2.203,0.465,1962,up
g4026,1558034_s_at,2.411,516.162,214.052,6.543,0.465,1962,up
g51963,242713_at,2.411,33.552,13.914,1.187,0.465,1962,up
g9151,1569323_at,2.411,174.152,72.224,1.537,0.465,1962,up
g14368,204920_at,2.411,141.316,58.614,1.457,0.465,1962,up
g24518,215223_s_at,2.411,1155.62,479.371,5.228,0.465,1962,up
g36012,226756_at,2.411,457.293,189.697,2.183,0.465,1962,up
g41053,231798_at,2.411,247.843,102.812,2.058,0.465,1962,up
g41143,231888_at,2.41,49.409,20.502,1.217,0.465,1962,up
g8074,1565896_at,2.41,28.654,11.89,1.497,0.465,1962,up
g49502,240252_at,2.41,34.292,14.23,1.449,0.465,1962,up
g53859,244608_at,2.41,18.037,7.485,1.55,0.465,1962,up
g3616,1557395_at,2.409,158.87,65.94,3.255,0.465,1962,up
g50719,241469_at,2.409,36.673,15.222,1.515,0.465,1962,up
g10436,200987_x_at,2.409,191.855,79.641,1.188,0.465,1962,up
g47197,237947_at,2.409,6.712,2.786,1.416,0.465,1962,up
g38153,228898_s_at,2.409,21.862,9.077,1.664,0.465,1962,up
g36777,227522_at,2.409,346.712,143.946,1.384,0.465,1962,up
g48646,239396_at,2.409,88.999,36.95,1.222,0.465,1962,up
g29108,219823_at,2.408,34.303,14.242,1.437,0.465,1962,up
g33040,223763_at,2.408,56.306,23.379,1.198,0.465,1962,up
g52032,242782_x_at,2.408,43.867,18.216,1.303,0.465,1962,up
g8677,1567559_s_at,2.408,15.506,6.44,1.54,0.465,1962,up
g47900,238650_x_at,2.408,92.654,38.482,1.14,0.465,1962,up
g14227,204779_s_at,2.408,178.407,74.099,2.057,0.465,1962,up
g18957,209543_s_at,2.407,158.704,65.921,1.349,0.465,1962,up
g14385,204937_s_at,2.407,189.999,78.928,1.205,0.465,1962,up
g34961,225703_at,2.407,105.413,43.794,1.139,0.465,1962,up
g27006,217720_at,2.407,2183.862,907.304,1.189,0.465,1962,up
g27611,218325_s_at,2.407,134.27,55.783,1.173,0.465,1962,up
g49930,240680_at,2.407,16.199,6.73,1.593,0.465,1962,up
g25074,215780_s_at,2.407,471.253,195.803,1.238,0.465,1962,up
g41852,232597_x_at,2.407,232.175,96.47,1.237,0.465,1962,up
g26196,216905_s_at,2.407,24.548,10.2,1.801,0.465,1962,up
g34569,225311_at,2.407,188.419,78.29,1.161,0.465,1962,up
g31237,221956_at,2.406,23.894,9.929,1.371,0.465,1962,up
g48170,238920_at,2.406,40.565,16.859,1.63,0.465,1962,up
g17316,207876_s_at,2.406,410.351,170.55,1.844,0.465,1962,up
g13731,204283_at,2.406,69.575,28.917,1.142,0.465,1962,up
g669,1553190_s_at,2.406,36.054,14.985,1.244,0.465,1962,up
g21266,211958_at,2.406,902.26,375.029,2.666,0.465,1962,up
g27670,218384_at,2.406,209.223,86.967,1.424,0.465,1962,up
g25316,216023_at,2.405,12.578,5.229,1.501,0.465,1962,up
g11359,201910_at,2.405,310.668,129.17,1.28,0.465,1962,up
g14253,204805_s_at,2.405,581.957,241.997,1.287,0.465,1962,up
g44898,235648_at,2.405,109.502,45.538,1.247,0.465,1962,up
g2505,1555697_at,2.404,81.029,33.699,1.187,0.465,1962,up
g41377,232122_s_at,2.404,188.781,78.516,4.693,0.465,1962,up
g52503,243253_at,2.404,20.797,8.651,1.353,0.465,1962,up
g28387,219102_at,2.404,56.884,23.663,1.614,0.465,1962,up
g17118,207676_at,2.404,28.623,11.909,1.332,0.465,1962,up
g49199,239949_at,2.403,50.741,21.112,1.155,0.465,1962,up
g22156,212850_s_at,2.403,840.921,349.879,1.487,0.465,1962,up
g42058,232804_at,2.403,17.707,7.368,1.702,0.465,1962,up
g4220,1558458_at,2.403,47.436,19.738,1.268,0.465,1962,up
g37412,228157_at,2.403,199.152,82.876,1.26,0.465,1962,up
g4165,1558348_at,2.403,39.843,16.58,1.251,0.465,1962,up
g25469,216176_at,2.403,44.792,18.641,1.21,0.465,1962,up
g9755,1570281_at,2.403,32.779,13.642,1.42,0.465,1962,up
g54195,33850_at,2.403,393.648,163.831,1.33,0.465,1962,up
g4822,1559502_s_at,2.403,173.099,72.046,1.796,0.465,1962,up
g41784,232529_at,2.402,25.073,10.437,1.186,0.465,1962,up
g15378,205930_at,2.402,51.497,21.44,1.089,0.465,1962,up
g45196,235946_at,2.402,81.109,33.77,2.312,0.465,1962,up
g328,1552719_at,2.402,44.213,18.408,1.293,0.465,1962,up
g21933,212627_s_at,2.402,94.137,39.196,1.118,0.465,1962,up
g5331,1560407_at,2.402,30.7,12.783,1.267,0.465,1962,up
g46792,237542_at,2.402,25.659,10.684,1.293,0.465,1962,up
g35536,226279_at,2.401,451.114,187.849,2.121,0.465,1962,up
g46042,236792_at,2.401,24.23,10.09,1.352,0.465,1962,up
g52939,243689_s_at,2.401,34.85,14.513,1.312,0.465,1962,up
g11899,202450_s_at,2.401,234.373,97.608,1.344,0.465,1962,up
g45407,236157_at,2.401,18.499,7.704,1.929,0.465,1962,up
g3274,1556846_at,2.401,76.443,31.838,1.507,0.465,1962,up
g54376,41329_at,2.401,38.719,16.126,1.149,0.465,1962,up
g50871,241621_at,2.401,21.444,8.932,1.774,0.465,1962,up
g1535,1554391_at,2.401,18.956,7.896,1.414,0.465,1962,up
g40699,231444_at,2.4,23.036,9.596,1.465,0.465,1962,up
g32734,223456_s_at,2.4,25.026,10.426,1.279,0.465,1962,up
g3071,1556531_at,2.4,26.56,11.067,1.43,0.465,1962,up
g53283,244032_at,2.4,9.456,3.94,1.647,0.465,1962,up
g6876,1562876_s_at,2.4,10.612,4.422,1.645,0.465,1962,up
g30957,221675_s_at,2.4,702.366,292.674,1.347,0.465,1962,up
g5372,1560477_a_at,2.4,72.565,30.239,1.311,0.465,1962,up
g42560,233307_x_at,2.4,73.984,30.833,1.244,0.465,1962,up
g7693,1564632_at,2.399,34.671,14.45,1.801,0.465,1962,up
g41307,232052_at,2.399,70.547,29.404,1.161,0.465,1962,up
g24847,215553_x_at,2.399,191.272,79.728,1.256,0.465,1962,up
g52316,243066_at,2.399,137.18,57.182,1.603,0.465,1962,up
g51497,242247_at,2.399,30.811,12.843,1.192,0.465,1962,up
g38756,229501_s_at,2.399,112.953,47.084,1.15,0.465,1962,up
g15604,206157_at,2.399,840.62,350.421,9.204,0.465,1962,up
g14897,205449_at,2.399,143.479,59.813,1.253,0.465,1962,up
g33439,224166_at,2.399,27.73,11.56,1.213,0.465,1962,up
g12374,202924_s_at,2.399,33.538,13.981,1.175,0.465,1962,up
g7349,1563772_a_at,2.399,26.129,10.894,1.178,0.465,1962,up
g46292,237042_at,2.398,27.691,11.546,1.526,0.465,1962,up
g21015,211693_at,2.398,36.762,15.328,1.175,0.465,1962,up
g32065,222785_x_at,2.398,121.889,50.829,1.232,0.465,1962,up
g34615,225357_s_at,2.398,39.641,16.531,1.166,0.465,1962,up
g5336,1560413_at,2.398,16.29,6.793,1.334,0.465,1962,up
g50668,241418_at,2.398,33.665,14.04,1.218,0.465,1962,up
